Time,BL17:CS:IPTS,BL17:CS:RunControl:LastRunNumber,BL17:Det:PCharge,BL17:Mot:Sample:Axis1
2018-08-30 13:52:30.017,21308.0,154167.0,7.574864130000337E10,95.0
