Time,BL17:CS:IPTS,BL17:CS:RunControl:LastRunNumber,BL17:Chop:Skf1:EnergyReq,BL17:Chop:Skf1:SpeedReq,BL17:Chop:Skf2:EnergyReq,BL17:Chop:Skf2:SpeedReq,BL17:Chop:Skf3:EnergyReq,BL17:Chop:Skf3:SpeedReq,BL17:Det:PCharge:C,BL17:Mot:Sample:Axis1,BL17:Mot:attenuator1,BL17:Mot:attenuator2,BL17:Mot:chtrans,BL17:SE:Lakeshore1:SETP_S1,BL17:SMS:RunInfo:RunTitle
2018-08-31 11:12:11.434,21308.0,154242.0,8.0,30.0,8.0,120.0,8.0,120.0,1.0000677616599312,240.0,0.1,93.4,-422.0,295.0,H2O water 5x5x0.01cm3 m=0.39g T=295K, Ei=8 meV F2=120 T0=30
2018-08-31 11:32:34.722,21308.0,154243.0,8.0,30.0,8.0,120.0,8.0,120.0,1.000015281439777,240.0,0.1,93.4,-422.0,295.0,H2O water 5x5x0.01cm3 m=0.39g T=295K, Ei=8 meV F2=120 T0=30
2018-08-31 11:55:15.900,21308.0,154244.0,4.0,30.0,4.0,120.0,4.0,120.0,1.0000268898497298,240.0,0.1,93.4,-422.0,295.0,H2O water 5x5x0.01cm3 m=0.39g T=295K, Ei=8 meV F2=120 T0=30
2018-08-31 12:15:59.005,21308.0,154245.0,4.0,30.0,4.0,120.0,4.0,120.0,1.000035353869948,240.0,0.1,93.4,-422.0,295.0,H2O water 5x5x0.01cm3 m=0.39g T=295K, Ei=8 meV F2=120 T0=30
2018-08-31 12:27:25.928,21308.0,154246.0,4.0,30.0,4.0,120.0,4.0,120.0,0.5000173613800055,120.0,0.1,93.4,-422.0,295.0,MT  5x5x0.01cm3 T=295K, Ei=8 meV F2=120 T0=30
2018-08-31 12:37:48.493,21308.0,154247.0,4.0,30.0,4.0,120.0,4.0,120.0,0.5000560841099544,120.0,0.1,93.4,-422.0,295.0,MT  5x5x0.01cm3 T=295K, Ei=8 meV F2=120 T0=30
2018-08-31 12:48:42.761,21308.0,154248.0,8.0,30.0,8.0,120.0,8.0,120.0,0.5000384613099761,120.0,0.1,93.4,-422.0,295.0,MT 5x5x0.01cm3  T=295K, Ei=8 meV F2=120 T0=30
2018-08-31 12:59:02.610,21308.0,154249.0,8.0,30.0,8.0,120.0,8.0,120.0,0.5000645505500667,120.0,0.1,93.4,-422.0,295.0,MT 5x5x0.01cm3  T=295K, Ei=8 meV F2=120 T0=30
2018-08-31 13:10:58.709,21308.0,154250.0,16.0,30.0,16.0,120.0,16.0,180.0,0.5000248343600283,120.0,0.1,93.4,-422.0,295.0,MT 5x5x0.01cm3  T=295K, Ei=16meV F2=180 T0=30
2018-08-31 13:27:07.410,21308.0,154251.0,16.0,30.0,16.0,120.0,16.0,180.0,0.5000150692799866,120.0,0.1,93.4,-422.0,295.0,MT 5x5x0.01cm3  T=295K, Ei=16meV F2=180 T0=30
2018-08-31 13:41:30.285,21308.0,154252.0,32.0,60.0,32.0,120.0,32.0,300.0,0.500061266789945,120.0,0.1,93.4,-422.0,295.0,MT 5x5x0.01cm3 T=295K, Ei=32meV F2=300 T0=60
2018-08-31 13:51:52.798,21308.0,154253.0,32.0,60.0,32.0,120.0,32.0,300.0,0.500028671079915,120.0,0.1,93.4,-422.0,295.0,MT 5x5x0.01cm3 T=295K, Ei=32meV F2=300 T0=60
