Time,BL17:CS:IPTS,BL17:CS:RunControl:LastRunNumber,BL17:Det:PCharge,BL17:Mot:Sample:Axis1
2018-08-30 13:49:37.335,21308.0,154164.0,2.5258596639999966E10,95.0
2018-08-30 13:50:14.177,21308.0,154165.0,2.513992162999991E10,100.0
