Time,BL17:CS:IPTS,BL17:CS:RunControl:LastRunNumber,BL17:Chop:Skf1:EnergyReq,BL17:Chop:Skf1:SpeedReq,BL17:Chop:Skf2:EnergyReq,BL17:Chop:Skf2:SpeedReq,BL17:Chop:Skf3:EnergyReq,BL17:Chop:Skf3:SpeedReq,BL17:Det:PCharge:C,BL17:Mot:Sample:Axis1,BL17:Mot:attenuator1,BL17:Mot:attenuator2,BL17:Mot:chtrans,BL17:SE:Lakeshore1:SETP_S1,BL17:SMS:RunInfo:RunTitle
2018-08-31 14:14:23.517,21308.0,154255.0,55.0,90.0,55.0,120.0,55.0,420.0,0.5001122915399349,120.0,0.1,93.4,-422.0,295.0,MT 5x5x0.01cm3 T=295K, Ei=55meV F2=430 T0=90
2018-08-31 14:24:47.744,21308.0,154256.0,55.0,90.0,55.0,120.0,55.0,420.0,0.5000719669199467,120.0,0.1,93.4,-422.0,295.0,MT 5x5x0.01cm3  T=295K, Ei=55meV F2=430 T0=90
